state,poverty_rate,unemployment_rate,no_hs_diploma,SES_composite,SES_quartile,high_vulnerability
WA,16.7,4.9,12.1,0.775938892425207,Q4_MostVulnerable,1
LA,4.9,2.1,5.8,0.15748992149374072,Q1_LeastVulnerable,0
TX,4.6,4.1,10.4,0.42218332272437936,Q2,0
GA,6.3,5.5,5.3,0.3725864629747507,Q2,0
MT,3.2,3.4,2.5,0.13823467006153192,Q1_LeastVulnerable,0
TN,10.9,6.5,8.2,0.6287927010396775,Q3,0
VA,2.1,3.7,3.0,0.13796944621260343,Q1_LeastVulnerable,0
MI,17.3,7.9,14.4,0.9428707829408021,Q4_MostVulnerable,1
NY,8.4,3.5,8.5,0.4125291746233821,Q2,0
AL,11.4,5.7,10.3,0.6868236791852323,Q3,0
GA,1.4,1.1,8.0,0.13621896880967535,Q1_LeastVulnerable,0
ID,11.7,5.5,9.5,0.6488966687884575,Q3,0
CA,9.8,5.4,11.4,0.6798748143433059,Q3,0
ID,10.4,7.6,13.2,0.8255357521748355,Q4_MostVulnerable,1
IN,7.1,2.2,7.6,0.28352429450456185,Q1_LeastVulnerable,0
WA,12.7,6.5,12.8,0.8272331848079779,Q4_MostVulnerable,1
NC,3.9,5.4,6.4,0.3322193931678336,Q2,0
LA,9.9,6.1,11.8,0.7329195841290049,Q4_MostVulnerable,1
WI,2.0,3.9,2.9,0.14852535539995756,Q1_LeastVulnerable,0
CO,3.2,3.8,3.3,0.1656057712709527,Q1_LeastVulnerable,0
MI,16.1,8.8,12.3,0.9072246976448123,Q4_MostVulnerable,1
NY,4.8,1.8,5.6,0.1407808190112455,Q1_LeastVulnerable,0
CA,3.7,1.0,5.8,0.10142159983025674,Q1_LeastVulnerable,0
OH,9.3,4.8,9.2,0.5451410990876299,Q3,0
CA,15.0,3.3,14.0,0.6942499469552302,Q3,0
CO,5.8,5.6,7.1,0.41751538298323787,Q2,0
CO,20.4,9.9,13.5,0.9612773180564397,Q4_MostVulnerable,1
VA,5.0,2.8,6.8,0.21944621260343733,Q1_LeastVulnerable,0
ND,13.4,5.5,10.1,0.7011988117971567,Q3,0
NY,8.6,4.5,7.4,0.4384150222788033,Q2,0
MO,6.2,3.9,4.9,0.2634733715255676,Q1_LeastVulnerable,0
IL,10.7,5.4,10.5,0.6627943984723106,Q3,0
NM,2.6,3.6,5.2,0.16199872692552517,Q1_LeastVulnerable,0
LA,7.1,3.9,10.5,0.48413961383407594,Q2,0
CO,6.4,5.3,5.3,0.36404625503925314,Q2,0
OH,10.1,5.7,9.0,0.6065669424994695,Q3,0
CA,8.7,3.7,13.0,0.5907596011033313,Q3,0
CT,10.4,7.1,8.3,0.6406216847018884,Q3,0
SD,12.7,3.8,10.9,0.6167515382983239,Q3,0
NC,7.3,4.0,6.2,0.3313706768512625,Q2,0
NY,9.1,6.2,6.8,0.5266815192022066,Q3,0
LA,17.1,6.0,16.6,0.8981540420114577,Q4_MostVulnerable,1
KY,8.8,5.1,9.8,0.5784001697432634,Q3,0
OH,7.1,4.9,8.8,0.4801082113303628,Q2,0
OR,13.0,4.6,8.1,0.5580309781455549,Q3,0
MN,7.4,4.1,9.4,0.4600042435815828,Q2,0
WA,17.7,7.1,16.2,0.9404837683004456,Q4_MostVulnerable,1
WA,14.8,5.6,14.7,0.8419265860386166,Q4_MostVulnerable,1
LA,5.8,7.2,9.2,0.5637067685126246,Q3,0
TN,6.5,2.8,6.0,0.23403352429450455,Q1_LeastVulnerable,0
MO,13.6,7.6,12.4,0.8654254190536813,Q4_MostVulnerable,1
MN,13.0,5.3,12.8,0.7708996392955654,Q4_MostVulnerable,1
CA,14.2,4.6,8.5,0.5916613621896881,Q3,0
MT,7.6,4.4,6.6,0.37873965626989187,Q2,0
TX,8.6,5.5,11.1,0.6481540420114577,Q3,0
PA,7.0,5.5,10.2,0.5695416931890516,Q3,0
PA,7.0,6.4,5.4,0.44117335030765964,Q2,0
CO,5.1,7.9,9.1,0.5557500530447698,Q3,0
IA,14.7,6.8,12.6,0.8609166136218969,Q4_MostVulnerable,1
FL,10.0,4.0,11.5,0.6004667939741141,Q3,0
IL,10.3,5.8,8.9,0.6121896880967537,Q3,0
NE,14.2,5.9,13.4,0.83534903458519,Q4_MostVulnerable,1
KS,1.7,3.9,7.6,0.23817101633778912,Q1_LeastVulnerable,0
MO,10.0,3.1,9.3,0.46016337789094,Q2,0
MD,15.2,10.1,12.6,0.9131657118608105,Q4_MostVulnerable,1
IL,3.3,4.3,5.3,0.22289412263950772,Q1_LeastVulnerable,0
CA,14.3,3.8,15.4,0.7311691067260768,Q4_MostVulnerable,1
TX,10.1,4.0,9.8,0.5362826225334182,Q3,0
AL,9.3,6.0,7.8,0.5585614258434118,Q3,0
AL,9.5,6.6,8.3,0.606142584341184,Q3,0
TN,4.0,1.3,7.3,0.16242308508381073,Q1_LeastVulnerable,0
WY,1.3,3.5,7.1,0.19064290260980268,Q1_LeastVulnerable,0
OK,13.2,3.0,8.9,0.49681731381285804,Q3,0
AL,3.6,2.9,10.5,0.3336516019520475,Q2,0
FL,6.0,5.5,8.6,0.472841077869722,Q2,0
WV,21.0,7.5,16.4,0.9637173774665818,Q4_MostVulnerable,1
SC,8.5,2.3,9.0,0.3791640144281774,Q2,0
MO,10.5,5.4,10.3,0.6515489072777424,Q3,0
GA,5.5,2.7,7.5,0.25339486526628474,Q1_LeastVulnerable,0
AL,15.1,7.5,14.6,0.9168258009760236,Q4_MostVulnerable,1
AK,1.9,1.2,5.9,0.07320178230426479,Q1_LeastVulnerable,0
NM,13.1,4.8,13.1,0.7486738807553576,Q4_MostVulnerable,1
AK,2.8,0.0,5.5,0.0665711860810524,Q1_LeastVulnerable,0
WI,18.8,7.9,14.8,0.9546467218332273,Q4_MostVulnerable,1
CO,11.3,5.2,9.0,0.6033312115425419,Q3,0
OH,3.8,1.4,9.3,0.23833015064714616,Q1_LeastVulnerable,0
CO,8.2,4.8,7.4,0.44775090176108634,Q2,0
MS,11.5,7.0,10.1,0.7348291958412899,Q4_MostVulnerable,1
CA,5.4,3.3,7.0,0.2623063865902822,Q1_LeastVulnerable,0
PA,6.5,4.3,7.5,0.37110120942075114,Q2,0
NE,15.6,7.1,14.3,0.9057394440908126,Q4_MostVulnerable,1
CA,8.4,2.7,8.6,0.3756630596223212,Q2,0
TN,14.5,9.4,15.1,0.9389454699766603,Q4_MostVulnerable,1
MO,10.4,4.4,8.6,0.5183004455760661,Q3,0
VA,11.3,6.4,11.0,0.7467642690430724,Q4_MostVulnerable,1
VT,13.7,7.3,10.3,0.7879800551665607,Q4_MostVulnerable,1
VA,16.9,6.9,14.3,0.9125291746233821,Q4_MostVulnerable,1
CA,4.1,4.1,7.0,0.27657542966263526,Q1_LeastVulnerable,0
CA,12.6,6.1,11.0,0.756524506683641,Q4_MostVulnerable,1
WI,18.8,5.5,16.8,0.8799596859749629,Q4_MostVulnerable,1
MI,12.7,5.3,10.0,0.6763738595374496,Q3,0
GA,9.7,4.0,11.0,0.5749522597071929,Q3,0
PA,15.7,6.0,11.3,0.8021430086993423,Q4_MostVulnerable,1
GA,20.5,6.2,15.5,0.9144387863356673,Q4_MostVulnerable,1
OK,10.8,6.9,8.0,0.6312858052196054,Q3,0
TN,11.8,7.9,9.6,0.7420963293019308,Q4_MostVulnerable,1
PA,11.4,6.9,10.5,0.7443772544027158,Q4_MostVulnerable,1
ID,2.5,4.7,9.9,0.39619138552938676,Q2,0
KY,13.1,5.4,11.8,0.7536070443454275,Q4_MostVulnerable,1
LA,2.8,1.9,9.7,0.24713558243157227,Q1_LeastVulnerable,0
MI,11.9,4.4,11.4,0.6610969658391682,Q3,0
CO,2.3,3.7,5.4,0.16634839804795246,Q1_LeastVulnerable,0
MA,3.8,3.5,10.0,0.35168682367918525,Q2,0
MN,6.4,3.8,9.1,0.3988966687884575,Q2,0
MS,5.7,5.7,6.6,0.4030872056015277,Q2,0
SD,13.5,6.7,12.7,0.843624018671759,Q4_MostVulnerable,1
MS,7.0,2.8,7.9,0.3160407383831954,Q2,0
FL,3.0,1.9,2.5,0.06991300657755146,Q1_LeastVulnerable,0
NC,5.3,4.6,9.5,0.43825588796944626,Q2,0
SC,9.3,6.4,11.9,0.7365266284744325,Q4_MostVulnerable,1
IN,9.2,5.6,13.3,0.7257585402079355,Q4_MostVulnerable,1
NY,9.5,7.7,10.6,0.7314873753447909,Q4_MostVulnerable,1
CO,13.5,8.5,11.2,0.8415022278803309,Q4_MostVulnerable,1
IN,15.0,7.2,14.2,0.9027689369828135,Q4_MostVulnerable,1
UT,11.4,4.2,12.4,0.666772756206238,Q3,0
UT,7.8,2.4,12.2,0.4854126883089327,Q2,0
MT,6.5,3.4,8.2,0.3418204964990452,Q2,0
OH,19.0,8.8,14.2,0.9593677063441545,Q4_MostVulnerable,1
TN,9.1,7.5,8.1,0.6166984935285381,Q3,0
WA,10.6,5.8,11.4,0.7191279439847231,Q4_MostVulnerable,1
MI,5.9,5.5,4.8,0.3538616592403989,Q2,0
MO,5.8,3.4,9.5,0.3762995968597496,Q2,0
LA,3.6,4.0,8.0,0.29471674092934436,Q2,0
CA,8.6,5.8,10.5,0.6395077445363887,Q3,0
LA,5.8,0.8,8.2,0.23562486738807553,Q1_LeastVulnerable,0
RI,6.7,3.4,11.4,0.4774029280712922,Q2,0
SC,14.8,7.9,14.1,0.9160301294292382,Q4_MostVulnerable,1
TX,2.6,3.2,5.1,0.13717377466581795,Q1_LeastVulnerable,0
CA,5.1,1.7,6.4,0.16857627837895184,Q1_LeastVulnerable,0
MS,9.8,1.3,8.2,0.3486632718014004,Q2,0
CA,9.4,4.3,10.8,0.5807871843836198,Q3,0
FL,16.8,6.9,11.4,0.8506259282834714,Q4_MostVulnerable,1
TX,1.7,1.2,8.0,0.14200084871631657,Q1_LeastVulnerable,0
MI,15.6,6.9,15.5,0.9114682792276682,Q4_MostVulnerable,1
PA,3.3,3.8,4.9,0.18411839592616167,Q1_LeastVulnerable,0
CA,6.8,5.0,8.0,0.446053469127944,Q2,0
LA,2.5,0.0,6.3,0.08142372162104816,Q1_LeastVulnerable,0
NC,0.6,0.2,7.1,0.08709951198811798,Q1_LeastVulnerable,0
CA,15.5,6.2,15.9,0.8882346700615319,Q4_MostVulnerable,1
IN,4.6,4.2,3.9,0.22936558455336306,Q1_LeastVulnerable,0
CA,12.0,6.3,10.4,0.7307447485677913,Q4_MostVulnerable,1
NY,5.8,4.4,7.4,0.3548695098663272,Q2,0
WA,17.0,6.5,10.7,0.8116910672607681,Q4_MostVulnerable,1
TN,6.2,3.4,7.1,0.2923827710587736,Q2,0
WV,7.3,3.1,9.5,0.40441332484617015,Q2,0
TN,5.1,4.7,7.0,0.3407065563335456,Q2,0
TN,3.6,1.7,3.7,0.08418204964990451,Q1_LeastVulnerable,0
MT,12.8,7.1,17.2,0.8904095056227455,Q4_MostVulnerable,1
MS,8.4,4.8,9.7,0.5457776363250583,Q3,0
LA,0.8,2.2,5.6,0.0788775726713346,Q1_LeastVulnerable,0
SD,17.3,6.2,11.4,0.8294610651389774,Q4_MostVulnerable,1
CO,7.4,2.2,9.2,0.3539677487799702,Q2,0
CA,3.8,2.2,6.6,0.1577551453426692,Q1_LeastVulnerable,0
WA,2.3,2.2,2.4,0.06619987269255252,Q1_LeastVulnerable,0
AL,4.0,0.0,4.8,0.08036282622533418,Q1_LeastVulnerable,0
WV,10.3,4.8,11.7,0.6652344578824528,Q3,0
OK,13.3,7.4,15.5,0.8992149374071716,Q4_MostVulnerable,1
IN,6.9,4.9,9.2,0.4905580309781455,Q3,0
OH,24.4,8.6,19.4,0.9874283895607894,Q4_MostVulnerable,1
SD,6.2,3.9,7.8,0.3480797793337577,Q2,0
GA,7.8,3.5,8.7,0.40504986208359856,Q2,0
PA,3.3,3.2,8.8,0.2730744748567791,Q1_LeastVulnerable,0
SC,7.5,6.6,12.1,0.7030023339698706,Q3,0
GA,13.8,7.6,14.5,0.9029811160619564,Q4_MostVulnerable,1
AR,18.7,8.4,12.2,0.9185232336091661,Q4_MostVulnerable,1
FL,12.0,4.8,10.8,0.6657118608105241,Q3,0
FL,1.8,3.7,6.4,0.18533842563123273,Q1_LeastVulnerable,0
CA,3.0,0.4,6.0,0.0851899002758328,Q1_LeastVulnerable,0
OK,1.8,2.2,6.7,0.12354126883089327,Q1_LeastVulnerable,0
KY,4.2,4.1,8.7,0.3442075111394017,Q2,0
TX,5.4,4.7,9.7,0.45618502015701257,Q2,0
GA,3.6,4.1,10.2,0.3904095056227456,Q2,0
MA,11.4,5.9,10.0,0.6873010821133038,Q3,0
NY,3.5,2.7,4.0,0.11913855293868024,Q1_LeastVulnerable,0
TX,10.3,5.9,10.9,0.6996074687035859,Q3,0
MS,12.7,4.4,15.1,0.7433694037767875,Q4_MostVulnerable,1
KS,6.7,2.7,7.4,0.28283471249734776,Q1_LeastVulnerable,0
TX,14.9,6.6,13.8,0.8782622533418204,Q4_MostVulnerable,1
IL,11.0,5.6,11.9,0.7335030765966476,Q4_MostVulnerable,1
CA,5.3,0.9,8.0,0.21568003394865265,Q1_LeastVulnerable,0
MD,7.7,5.0,8.9,0.5065775514534266,Q3,0
PA,5.7,4.9,6.0,0.3385847655421175,Q2,0
AZ,12.5,5.6,6.7,0.5605240823254827,Q3,0
NE,11.2,8.9,8.4,0.6930299172501592,Q3,0
NV,9.5,3.8,9.0,0.47740292807129214,Q2,0
VA,2.5,2.2,8.5,0.2000318268618714,Q1_LeastVulnerable,0
IL,5.1,2.9,7.3,0.2430511351580734,Q1_LeastVulnerable,0
ID,4.4,3.2,6.2,0.2048058561425843,Q1_LeastVulnerable,0
MD,1.2,1.9,3.8,0.04779333757691492,Q1_LeastVulnerable,0
IA,3.1,0.8,7.9,0.15605771270952684,Q1_LeastVulnerable,0
OK,3.2,2.1,9.3,0.24342244854657333,Q1_LeastVulnerable,0
NY,6.8,3.9,10.5,0.4753872268194356,Q2,0
PA,12.1,7.5,12.3,0.8375238701464035,Q4_MostVulnerable,1
SD,5.6,7.0,4.8,0.41077869722045407,Q2,0
VA,7.1,6.1,7.8,0.5067366857627839,Q3,0
LA,7.1,3.0,12.4,0.49777211966900065,Q3,0
WI,7.7,3.3,11.1,0.48939104604286016,Q3,0
FL,8.3,4.3,6.1,0.37423085083810737,Q2,0
OH,14.8,9.1,12.3,0.8975175047740293,Q4_MostVulnerable,1
MS,6.7,3.8,9.1,0.40870995119881176,Q2,0
SD,14.9,4.5,10.9,0.6912263950774453,Q3,0
MI,8.1,3.7,4.4,0.29933163590070017,Q2,0
PA,7.3,5.3,8.9,0.5128898790579249,Q3,0
VA,21.2,9.4,14.0,0.9672713770422235,Q4_MostVulnerable,1
OK,13.2,5.7,10.0,0.7052832590706557,Q3,0
PA,1.3,3.4,4.9,0.12523870146403565,Q1_LeastVulnerable,0
CA,10.1,1.6,9.8,0.4281243369403777,Q2,0
FL,3.3,3.1,6.6,0.18624018671758966,Q1_LeastVulnerable,0
WV,8.4,5.8,7.4,0.5108211330362826,Q3,0
OH,3.7,1.9,6.4,0.13913643114788884,Q1_LeastVulnerable,0
MO,9.3,3.5,6.1,0.34845109272225755,Q2,0
KS,17.4,4.4,14.3,0.7880330999363463,Q4_MostVulnerable,1
AR,10.6,7.6,4.6,0.5516656057712709,Q3,0
KS,6.3,2.8,7.6,0.2832590706556334,Q1_LeastVulnerable,0
MI,5.7,4.1,9.7,0.42451729259495014,Q2,0
FL,15.9,7.7,10.8,0.8412370040314024,Q4_MostVulnerable,1
CO,10.3,7.4,11.6,0.780872056015277,Q4_MostVulnerable,1
MN,15.3,6.4,15.0,0.8876511775938892,Q4_MostVulnerable,1
NE,11.7,4.7,4.2,0.4401654996817314,Q2,0
GA,7.5,4.5,8.4,0.44737958837258646,Q2,0
NV,9.8,6.9,4.1,0.5093889242520688,Q3,0
TX,18.5,7.3,14.0,0.9320496499045193,Q4_MostVulnerable,1
MI,7.9,2.9,8.9,0.3847867600254615,Q2,0
TX,5.5,1.3,2.8,0.11882028431996605,Q1_LeastVulnerable,0
VA,5.2,1.7,11.4,0.36537237428389563,Q2,0
CA,11.9,6.9,11.5,0.7936028007638448,Q4_MostVulnerable,1
CA,6.1,3.3,6.3,0.2560471037555697,Q1_LeastVulnerable,0
MI,6.9,3.1,11.4,0.46843836197750904,Q2,0
NV,13.9,5.1,8.4,0.615637598132824,Q3,0
LA,3.0,3.0,4.1,0.12407171652875026,Q1_LeastVulnerable,0
IN,8.4,4.2,4.6,0.34065351156375984,Q2,0
NY,14.7,6.0,16.0,0.8734351792913219,Q4_MostVulnerable,1
AL,9.5,6.9,10.4,0.7011988117971568,Q3,0
WA,8.5,6.8,10.5,0.6787078294080203,Q3,0
FL,11.3,3.0,11.3,0.5628050074262677,Q3,0
VT,9.7,5.4,11.0,0.662741353702525,Q3,0
CA,7.4,3.0,8.8,0.3721090600466794,Q2,0
GA,1.5,2.1,6.3,0.10163377890939955,Q1_LeastVulnerable,0
GA,11.7,6.0,11.1,0.7416189263738596,Q4_MostVulnerable,1
WY,2.7,2.5,5.1,0.10778697220454063,Q1_LeastVulnerable,0
AL,12.2,6.0,11.0,0.7462338213452154,Q4_MostVulnerable,1
NY,1.5,3.5,6.3,0.1657118608105241,Q1_LeastVulnerable,0
TX,4.0,3.6,7.2,0.2497878209208572,Q1_LeastVulnerable,0
NC,9.3,3.8,6.7,0.38659028219817526,Q2,0
KS,7.0,3.2,5.8,0.26469340123063867,Q1_LeastVulnerable,0
WA,6.2,1.7,10.3,0.3488224061107575,Q2,0
TX,20.4,6.9,14.6,0.9312009335879482,Q4_MostVulnerable,1
ME,12.4,8.7,12.4,0.862295777636325,Q4_MostVulnerable,1
MT,1.6,1.3,3.6,0.03723742838956079,Q1_LeastVulnerable,0
WA,14.7,4.6,9.4,0.6356354763420327,Q3,0
WI,13.6,6.6,10.1,0.7568427753023551,Q4_MostVulnerable,1
MA,10.8,5.1,10.0,0.6302249098238915,Q3,0
TN,5.6,3.4,6.5,0.2563653723742839,Q1_LeastVulnerable,0
IL,11.9,7.7,13.5,0.8622427328665393,Q4_MostVulnerable,1
KS,8.5,5.4,9.6,0.579514109908763,Q3,0
CO,13.1,5.1,15.2,0.7934436664544876,Q4_MostVulnerable,1
FL,4.3,2.6,7.9,0.23456397199236156,Q1_LeastVulnerable,0
NY,5.3,2.8,2.8,0.16125610014852534,Q1_LeastVulnerable,0
MN,3.3,4.3,8.8,0.34007001909611706,Q2,0
FL,4.5,2.9,4.2,0.15584553363038403,Q1_LeastVulnerable,0
KY,6.0,1.1,8.5,0.2562592828347125,Q1_LeastVulnerable,0
KS,9.7,4.8,8.3,0.5168151920220666,Q3,0
WI,4.6,1.1,11.6,0.34447273498833014,Q2,0
TN,8.1,7.7,12.0,0.7480373435179292,Q4_MostVulnerable,1
KY,14.6,4.9,10.8,0.7110120942075112,Q4_MostVulnerable,1
UT,10.8,5.0,10.1,0.6283152981116061,Q3,0
IN,5.9,4.2,8.4,0.3818162529174623,Q2,0
NC,0.5,1.7,7.0,0.10513473371525568,Q1_LeastVulnerable,0
WA,8.4,4.1,9.3,0.48196477827286227,Q2,0
KY,5.6,4.3,5.7,0.28930617441120304,Q2,0
NC,3.5,5.3,5.3,0.28925312964141736,Q1_LeastVulnerable,0
IL,8.6,5.7,9.3,0.5857203479736898,Q3,0
GA,13.6,8.3,14.3,0.9086569064290261,Q4_MostVulnerable,1
MT,5.2,2.0,8.4,0.2523339698705708,Q1_LeastVulnerable,0
WV,12.6,6.3,9.8,0.7181200933587949,Q4_MostVulnerable,1
MA,7.0,4.3,9.8,0.4806917037980056,Q2,0
VA,10.3,5.6,9.4,0.6224803734351793,Q3,0
UT,14.4,8.4,14.0,0.9176745172925949,Q4_MostVulnerable,1
GA,0.5,1.8,10.3,0.2370570761722894,Q1_LeastVulnerable,0
KY,10.6,4.6,9.6,0.5769679609590495,Q3,0
NY,19.7,8.7,16.5,0.9790473159346488,Q4_MostVulnerable,1
MS,16.1,4.2,11.6,0.7093146615743687,Q4_MostVulnerable,1
CA,3.7,2.7,6.6,0.17488860598345002,Q1_LeastVulnerable,0
WI,9.5,4.6,9.8,0.5632824103543391,Q3,0
OR,21.5,7.1,15.4,0.9458412900488011,Q4_MostVulnerable,1
MD,6.3,5.5,13.1,0.6384468491406747,Q3,0
NM,14.4,4.7,11.6,0.7258115849777212,Q4_MostVulnerable,1
CA,9.0,4.5,10.7,0.5789306174411203,Q3,0
MI,6.6,4.4,4.4,0.3020369191597709,Q2,0
VA,14.3,8.3,13.0,0.8993210269467431,Q4_MostVulnerable,1
TX,14.3,6.3,14.4,0.8681307023127519,Q4_MostVulnerable,1
IN,3.9,4.6,5.9,0.2683004455760662,Q1_LeastVulnerable,0
MS,15.9,7.8,7.9,0.726023764056864,Q4_MostVulnerable,1
OH,0.2,2.2,5.0,0.06423721621048165,Q1_LeastVulnerable,0
IN,6.4,2.3,8.2,0.288086144706132,Q1_LeastVulnerable,0
CA,8.7,2.5,10.8,0.4654148100997242,Q2,0
MN,6.3,4.1,12.2,0.5315616380224909,Q3,0
NJ,8.4,3.7,8.4,0.42032675578187995,Q2,0
AL,5.5,5.0,6.0,0.33964566093783155,Q2,0
CA,7.9,5.5,6.6,0.4533736473583705,Q2,0
FL,12.6,5.5,11.7,0.7494695523021431,Q4_MostVulnerable,1
IA,8.3,2.8,10.1,0.4407489921493741,Q2,0
MS,18.7,8.4,13.3,0.9418629323148737,Q4_MostVulnerable,1
IL,8.2,2.9,10.7,0.4655208996392956,Q2,0
ID,6.9,2.9,9.4,0.3787927010396775,Q2,0
TX,22.5,7.3,16.3,0.96016337789094,Q4_MostVulnerable,1
CO,14.6,6.2,10.5,0.7687778485041376,Q4_MostVulnerable,1
MI,11.6,7.2,9.8,0.7314343305750054,Q4_MostVulnerable,1
WA,2.0,2.6,1.2,0.07489921493740717,Q1_LeastVulnerable,0
NY,17.4,6.6,14.2,0.9052089963929557,Q4_MostVulnerable,1
OH,12.7,3.5,11.4,0.6177063441544665,Q3,0
LA,3.2,3.8,7.0,0.236950986632718,Q1_LeastVulnerable,0
AK,11.2,4.2,11.6,0.6417356248673881,Q3,0
NY,4.1,3.4,7.8,0.2631020581370677,Q1_LeastVulnerable,0
NY,16.0,6.3,12.8,0.8598026734563972,Q4_MostVulnerable,1
CA,16.5,8.2,13.4,0.927381710163378,Q4_MostVulnerable,1
MA,13.6,5.8,9.0,0.6749416507532358,Q3,0
UT,5.6,3.6,6.6,0.27153617653299383,Q1_LeastVulnerable,0
FL,13.2,6.7,11.7,0.8126458731169107,Q4_MostVulnerable,1
MA,2.6,5.9,4.8,0.29598981540420116,Q2,0
MA,9.1,6.1,11.3,0.697644812221515,Q3,0
SC,6.8,3.9,7.1,0.34160831741990244,Q2,0
TN,6.6,4.0,8.7,0.40107150434967115,Q2,0
PA,2.8,2.1,6.6,0.13324846170167623,Q1_LeastVulnerable,0
KS,8.8,3.2,10.9,0.5031826861871419,Q3,0
CA,3.9,2.3,8.7,0.24183110545300232,Q1_LeastVulnerable,0
IA,5.8,2.6,9.3,0.3283471249734776,Q2,0
NC,11.5,6.4,6.6,0.5781879906641206,Q3,0
OH,8.7,3.0,11.7,0.5207405049862084,Q3,0
WA,5.9,5.8,11.0,0.5857203479736898,Q3,0
MA,4.0,4.3,6.0,0.2542435815828559,Q1_LeastVulnerable,0
NY,10.4,5.1,10.7,0.6485253553999576,Q3,0
MS,10.8,5.2,8.6,0.5762253341820497,Q3,0
CO,5.1,2.7,3.6,0.15478463823467006,Q1_LeastVulnerable,0
MA,6.2,4.3,6.6,0.33078718438361976,Q2,0
MO,8.9,6.3,8.4,0.5842350944196902,Q3,0
WA,3.9,2.1,6.2,0.14369828134945895,Q1_LeastVulnerable,0
KS,9.8,2.6,8.0,0.38064926798217696,Q2,0
WV,3.4,4.1,5.2,0.20942075111394018,Q1_LeastVulnerable,0
MS,4.3,3.8,7.1,0.2683534903458519,Q1_LeastVulnerable,0
GA,0.2,0.4,3.6,0.013579461065138977,Q1_LeastVulnerable,0
CT,4.2,2.1,8.2,0.22427328665393595,Q1_LeastVulnerable,0
CO,1.4,1.1,7.1,0.10311903246339911,Q1_LeastVulnerable,0
MA,6.0,2.7,12.8,0.45910248249522595,Q2,0
AK,5.1,3.1,9.8,0.3542329726288988,Q2,0
MD,1.6,2.1,6.3,0.10280076384468491,Q1_LeastVulnerable,0
WI,8.1,3.5,7.8,0.3779439847231063,Q2,0
NC,15.8,5.6,13.5,0.8363038404413325,Q4_MostVulnerable,1
PA,20.0,7.7,15.7,0.962285168682368,Q4_MostVulnerable,1
CA,1.8,2.8,4.9,0.10179291321875662,Q1_LeastVulnerable,0
MI,9.3,4.3,11.2,0.5945788245279017,Q3,0
IL,10.6,6.9,7.5,0.6085295989815404,Q3,0
TX,12.1,6.4,10.6,0.7452790154890727,Q4_MostVulnerable,1
CO,6.4,1.5,9.3,0.3087736049225546,Q2,0
MA,10.2,5.9,9.5,0.6410990876299597,Q3,0
NV,12.4,6.6,10.8,0.7651177593889242,Q4_MostVulnerable,1
MN,17.2,6.5,13.3,0.8886059834500318,Q4_MostVulnerable,1
TN,8.8,2.4,7.7,0.3385317207723319,Q2,0
FL,1.2,2.4,7.9,0.1652875026522385,Q1_LeastVulnerable,0
KS,6.7,4.0,6.3,0.31673032039040955,Q2,0
RI,10.2,3.4,10.7,0.5366539359219181,Q3,0
MS,5.5,1.5,8.6,0.2561001485253554,Q1_LeastVulnerable,0
KY,11.7,5.4,8.9,0.6179715680033948,Q3,0
AZ,2.5,2.4,6.4,0.13176320814767664,Q1_LeastVulnerable,0
PA,19.3,7.2,12.8,0.9108317419902398,Q4_MostVulnerable,1
WV,5.4,3.5,10.5,0.4114152344578825,Q2,0
NM,3.0,1.2,4.2,0.06482070867812434,Q1_LeastVulnerable,0
TX,4.0,2.5,5.7,0.14820708678124336,Q1_LeastVulnerable,0
MS,14.6,7.2,9.8,0.7774241459792064,Q4_MostVulnerable,1
FL,4.3,2.8,4.4,0.14868448970931467,Q1_LeastVulnerable,0
AL,9.6,2.4,13.0,0.5469446212603438,Q3,0
NY,17.5,6.5,14.8,0.9096647570549544,Q4_MostVulnerable,1
MI,3.8,1.5,7.2,0.15855081688945472,Q1_LeastVulnerable,0
PA,15.3,7.0,11.4,0.8391682580097601,Q4_MostVulnerable,1
OH,12.3,6.2,12.9,0.8109484404837684,Q4_MostVulnerable,1
WI,1.2,0.0,4.0,0.02005092297899427,Q1_LeastVulnerable,0
MN,13.2,7.1,13.2,0.8604392106938256,Q4_MostVulnerable,1
LA,13.3,4.3,9.9,0.6178654784638234,Q3,0
IL,1.1,4.7,4.2,0.19663696159558666,Q1_LeastVulnerable,0
MI,7.8,4.3,10.4,0.5241884150222788,Q3,0
TX,8.7,2.7,11.1,0.4856248673880755,Q2,0
AR,6.3,2.2,9.3,0.32617228941226395,Q2,0
WV,5.6,4.2,5.7,0.2822512200297051,Q1_LeastVulnerable,0
WI,2.2,2.1,5.2,0.0852959898154042,Q1_LeastVulnerable,0
NV,10.4,5.0,10.5,0.6349458943348186,Q3,0
IN,0.3,4.5,3.4,0.17213027795459368,Q1_LeastVulnerable,0
FL,8.1,3.4,11.8,0.5294398472310631,Q3,0
ID,6.2,3.9,3.3,0.24793125397835772,Q1_LeastVulnerable,0
CA,7.1,6.2,7.0,0.4822830468915766,Q2,0
MI,11.1,5.7,9.5,0.6493210269467431,Q3,0
CA,6.2,1.5,2.4,0.13945469976660302,Q1_LeastVulnerable,0
OH,10.0,5.7,7.2,0.5347443242096329,Q3,0
KS,7.3,2.4,9.9,0.3904095056227456,Q2,0
FL,5.5,5.8,7.8,0.4458943348185869,Q2,0
MO,8.0,3.2,12.1,0.5242414597920645,Q3,0
